Train,Test,U,T,Q,Q_t
POI_235 POI_237 POI_110,POI_242,506 506 506,1 88.5 74.86666666666666,1 88.5 74.86666666666666,58.31666666666667
POI_235 POI_237 POI_110 POI_242,POI_38,506 506 506 506,1 88.5 74.86666666666666 66.61666666666666,1 88.5 74.86666666666666 58.31666666666667,9.733333333333333
POI_235 POI_237 POI_110 POI_242 POI_38,POI_202,506 506 506 506 506,1 88.5 74.86666666666666 66.61666666666666 9.733333333333333,1 88.5 74.86666666666666 58.31666666666667 9.733333333333333,33.0
POI_235 POI_237 POI_110 POI_242 POI_38 POI_202,POI_200,506 506 506 506 506 506,1 88.5 74.86666666666666 66.61666666666666 9.733333333333333 33.0,1 88.5 74.86666666666666 58.31666666666667 9.733333333333333 33.0,3.4833333333333334
POI_68,POI_61,506,1,1,298.23333333333335
POI_68 POI_61,POI_38,506 506,1 363.45,1 298.23333333333335,380.3333333333333
POI_103,POI_110,507,1,1,88.36666666666666
POI_103 POI_110,POI_218,507 507,1 88.36666666666666,1 88.36666666666666,135.33333333333334
POI_103 POI_110 POI_218,POI_131,507 507 507,1 88.36666666666666 137.31666666666666,1 88.36666666666666 135.33333333333334,216.76666666666668
POI_103 POI_110 POI_218 POI_131,POI_84,507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667,1 88.36666666666666 135.33333333333334 216.76666666666668,2.3666666666666667
POI_103 POI_110 POI_218 POI_131 POI_84,POI_228,507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667,-166.53333333333333
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228,POI_190,507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333,9.283333333333333
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190,POI_35,507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333,0.4166666666666667
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35,POI_84,507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667,-24.65
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84,POI_223,507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65,-152.46666666666667
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223,POI_224,507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667,-43.46666666666667
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224,POI_223,507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667,-150.35
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223,POI_19,507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35,-8.783333333333333
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223 POI_19,POI_223,507 507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667 35.18333333333333,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35 -8.783333333333333,-35.18333333333333
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223 POI_19 POI_223,POI_224,507 507 507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667 35.18333333333333 -35.15,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35 -8.783333333333333 -35.18333333333333,-43.46666666666667
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223 POI_19 POI_223 POI_224,POI_229,507 507 507 507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667 35.18333333333333 -35.15 0.5,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35 -8.783333333333333 -35.18333333333333 -43.46666666666667,-83.71666666666667
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223 POI_19 POI_223 POI_224 POI_229,POI_224,507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667 35.18333333333333 -35.15 0.5 66.16666666666667,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35 -8.783333333333333 -35.18333333333333 -43.46666666666667 -83.71666666666667,-66.13333333333334
POI_103 POI_110 POI_218 POI_131 POI_84 POI_228 POI_190 POI_35 POI_84 POI_223 POI_224 POI_223 POI_19 POI_223 POI_224 POI_229 POI_224,POI_84,507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507,1 88.36666666666666 137.31666666666666 251.36666666666667 3.433333333333333 11.15 13.15 0.4166666666666667 -24.65 25.216666666666665 0.5 -0.4666666666666667 35.18333333333333 -35.15 0.5 66.16666666666667 -66.13333333333334,1 88.36666666666666 135.33333333333334 216.76666666666668 2.3666666666666667 -166.53333333333333 9.283333333333333 0.4166666666666667 -24.65 -152.46666666666667 -43.46666666666667 -150.35 -8.783333333333333 -35.18333333333333 -43.46666666666667 -83.71666666666667 -66.13333333333334,-175.55
POI_68,POI_136,507,1,1,3.4
POI_68 POI_136,POI_208,507 507,1 4.016666666666667,1 3.4,0.48333333333333334
POI_68 POI_136 POI_208,POI_34,507 507 507,1 4.016666666666667 6.35,1 3.4 0.48333333333333334,1.8
POI_68 POI_136 POI_208 POI_34,POI_16,507 507 507 507,1 4.016666666666667 6.35 3.65,1 3.4 0.48333333333333334 1.8,1.75
POI_68 POI_136 POI_208 POI_34 POI_16,POI_17,507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666,1 3.4 0.48333333333333334 1.8 1.75,3.433333333333333
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17,POI_89,507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333,7.933333333333334
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89,POI_51,507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334,34.266666666666666
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51,POI_200,507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666,-0.4166666666666667
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51 POI_200,POI_51,507 507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85 109.98333333333333,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666 -0.4166666666666667,-109.95
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51 POI_200 POI_51,POI_213,507 507 507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85 109.98333333333333 -109.95,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666 -0.4166666666666667 -109.95,6.65
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51 POI_200 POI_51 POI_213,POI_202,507 507 507 507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85 109.98333333333333 -109.95 117.05,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666 -0.4166666666666667 -109.95 6.65,2.9166666666666665
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51 POI_200 POI_51 POI_213 POI_202,POI_12,507 507 507 507 507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85 109.98333333333333 -109.95 117.05 2.9166666666666665,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666 -0.4166666666666667 -109.95 6.65 2.9166666666666665,3.5166666666666666
POI_68 POI_136 POI_208 POI_34 POI_16 POI_17 POI_89 POI_51 POI_200 POI_51 POI_213 POI_202 POI_12,POI_47,507 507 507 507 507 507 507 507 507 507 507 507 507,1 4.016666666666667 6.35 3.65 2.0166666666666666 5.2 7.933333333333334 92.85 109.98333333333333 -109.95 117.05 2.9166666666666665 3.5166666666666666,1 3.4 0.48333333333333334 1.8 1.75 3.433333333333333 7.933333333333334 34.266666666666666 -0.4166666666666667 -109.95 6.65 2.9166666666666665 3.5166666666666666,138.61666666666667
POI_57,POI_230,508,1,1,208.13333333333333
POI_185,POI_95,508,1,1,-221.58333333333334
POI_185 POI_95,POI_185,508 508,1 312.03333333333336,1 -221.58333333333334,-322.53333333333336
POI_185,POI_95,508,1,1,11.6
POI_235,POI_98,511,1,1,0.1
POI_235 POI_98,POI_242,511 511,1 0.13333333333333333,1 0.1,0.2833333333333333
POI_235 POI_98 POI_242,POI_74,511 511 511,1 0.13333333333333333 0.2833333333333333,1 0.1 0.2833333333333333,0.03333333333333333
POI_235 POI_98 POI_242 POI_74,POI_14,511 511 511 511,1 0.13333333333333333 0.2833333333333333 0.03333333333333333,1 0.1 0.2833333333333333 0.03333333333333333,0.05
POI_235 POI_98 POI_242 POI_74 POI_14,POI_183,511 511 511 511 511,1 0.13333333333333333 0.2833333333333333 0.03333333333333333 0.18333333333333332,1 0.1 0.2833333333333333 0.03333333333333333 0.05,0.03333333333333333
POI_235 POI_98 POI_242 POI_74 POI_14 POI_183,POI_193,511 511 511 511 511 511,1 0.13333333333333333 0.2833333333333333 0.03333333333333333 0.18333333333333332 0.03333333333333333,1 0.1 0.2833333333333333 0.03333333333333333 0.05 0.03333333333333333,0.08333333333333333
POI_235,POI_94,511,1,1,1.05
POI_235 POI_94,POI_98,511 511,1 7.816666666666666,1 1.05,0.6166666666666667
POI_38,POI_189,512,1,1,2.3833333333333333
POI_38 POI_189,POI_3,512 512,1 2.65,1 2.3833333333333333,5.733333333333333
POI_189,POI_35,512,1,1,44.95
POI_189 POI_35,POI_90,512 512,1 60.06666666666667,1 44.95,23.333333333333332
POI_189 POI_35 POI_90,POI_38,512 512 512,1 60.06666666666667 23.333333333333332,1 44.95 23.333333333333332,1.0166666666666666
POI_189 POI_35 POI_90 POI_38,POI_132,512 512 512 512,1 60.06666666666667 23.333333333333332 1.0166666666666666,1 44.95 23.333333333333332 1.0166666666666666,7.3
POI_189 POI_35 POI_90 POI_38 POI_132,POI_5,512 512 512 512 512,1 60.06666666666667 23.333333333333332 1.0166666666666666 14.95,1 44.95 23.333333333333332 1.0166666666666666 7.3,3.9166666666666665
POI_189 POI_35 POI_90 POI_38 POI_132 POI_5,POI_12,512 512 512 512 512 512,1 60.06666666666667 23.333333333333332 1.0166666666666666 14.95 3.9166666666666665,1 44.95 23.333333333333332 1.0166666666666666 7.3 3.9166666666666665,9.583333333333334
POI_189 POI_35 POI_90 POI_38 POI_132 POI_5 POI_12,POI_11,512 512 512 512 512 512 512,1 60.06666666666667 23.333333333333332 1.0166666666666666 14.95 3.9166666666666665 9.583333333333334,1 44.95 23.333333333333332 1.0166666666666666 7.3 3.9166666666666665 9.583333333333334,34.0
POI_189 POI_35 POI_90 POI_38 POI_132 POI_5 POI_12 POI_11,POI_164,512 512 512 512 512 512 512 512,1 60.06666666666667 23.333333333333332 1.0166666666666666 14.95 3.9166666666666665 9.583333333333334 35.31666666666667,1 44.95 23.333333333333332 1.0166666666666666 7.3 3.9166666666666665 9.583333333333334 34.0,5.5
POI_61,POI_105,513,1,1,72.01666666666667
POI_122,POI_120,514,1,1,120.25
POI_84,POI_131,515,1,1,31.716666666666665
POI_35,POI_66,515,1,1,6.033333333333333
POI_35 POI_66,POI_189,515 515,1 17.45,1 6.033333333333333,1.5666666666666667
POI_35 POI_66 POI_189,POI_136,515 515 515,1 17.45 1.5666666666666667,1 6.033333333333333 1.5666666666666667,25.666666666666668
POI_35 POI_66 POI_189 POI_136,POI_62,515 515 515 515,1 17.45 1.5666666666666667 25.666666666666668,1 6.033333333333333 1.5666666666666667 25.666666666666668,3.783333333333333
POI_183,POI_124,516,1,1,47.983333333333334
POI_131,POI_84,517,1,1,12.25
POI_190,POI_90,517,1,1,11.983333333333333
POI_35,POI_189,519,1,1,33.05
POI_35,POI_231,519,1,1,469.9
POI_35 POI_231,POI_99,519 519,1 484.6333333333333,1 469.9,-11.7
POI_35 POI_231 POI_99,POI_231,519 519 519,1 484.6333333333333 84.5,1 469.9 -11.7,-84.46666666666667
POI_35,POI_235,519,1,1,122.91666666666667
POI_35,POI_231,519,1,1,37.0
POI_177,POI_178,520,1,1,-3.433333333333333
POI_177 POI_178,POI_177,520 520,1 78.01666666666667,1 -3.433333333333333,-80.83333333333333
POI_177 POI_178 POI_177,POI_178,520 520 520,1 78.01666666666667 -77.98333333333333,1 -3.433333333333333 -80.83333333333333,-3.433333333333333
POI_177 POI_178 POI_177 POI_178,POI_177,520 520 520 520,1 78.01666666666667 -77.98333333333333 78.01666666666667,1 -3.433333333333333 -80.83333333333333 -3.433333333333333,-80.83333333333333
POI_177 POI_178 POI_177 POI_178 POI_177,POI_178,520 520 520 520 520,1 78.01666666666667 -77.98333333333333 78.01666666666667 -77.98333333333333,1 -3.433333333333333 -80.83333333333333 -3.433333333333333 -80.83333333333333,-3.433333333333333
POI_177 POI_178 POI_177 POI_178 POI_177 POI_178,POI_177,520 520 520 520 520 520,1 78.01666666666667 -77.98333333333333 78.01666666666667 -77.98333333333333 78.01666666666667,1 -3.433333333333333 -80.83333333333333 -3.433333333333333 -80.83333333333333 -3.433333333333333,-80.83333333333333
POI_99,POI_230,520,1,1,422.6666666666667
POI_233,POI_68,520,1,1,8.533333333333333
POI_233 POI_68,POI_231,520 520,1 8.533333333333333,1 8.533333333333333,13.0
POI_19,POI_58,520,1,1,24.016666666666666
POI_137,POI_189,520,1,1,116.96666666666667
POI_137 POI_189,POI_97,520 520,1 117.1,1 116.96666666666667,152.83333333333334
POI_187,POI_8,520,1,1,7.65
POI_185,POI_228,521,1,1,6.9
POI_185 POI_228,POI_84,521 521,1 6.9,1 6.9,-11.866666666666667
POI_185 POI_228 POI_84,POI_228,521 521 521,1 6.9 8.516666666666667,1 6.9 -11.866666666666667,-10.55
POI_218,POI_99,521,1,1,11.316666666666666
POI_218 POI_99,POI_188,521 521,1 11.316666666666666,1 11.316666666666666,10.116666666666667
POI_230,POI_131,521,1,1,4.983333333333333
POI_230 POI_131,POI_77,521 521,1 4.983333333333333,1 4.983333333333333,303.0
POI_201,POI_235,522,1,1,38.016666666666666
POI_213,POI_179,522,1,1,21.333333333333332
POI_150,POI_152,522,1,1,156.81666666666666
POI_119,POI_179,522,1,1,43.93333333333333
POI_38,POI_190,522,1,1,90.08333333333333
POI_201,POI_5,523,1,1,58.18333333333333
POI_50,POI_124,523,1,1,5.8
POI_152,POI_88,524,1,1,115.83333333333333
POI_152 POI_88,POI_131,524 524,1 115.83333333333333,1 115.83333333333333,5.1
POI_152 POI_88 POI_131,POI_95,524 524 524,1 115.83333333333333 5.1,1 115.83333333333333 5.1,28.45
POI_218,POI_125,524,1,1,262.1166666666667
POI_51,POI_65,524,1,1,76.83333333333333
POI_51 POI_65,POI_203,524 524,1 158.98333333333332,1 76.83333333333333,15.783333333333333
POI_236,POI_29,526,1,1,7.216666666666667
POI_236 POI_29,POI_177,526 526,1 7.216666666666667,1 7.216666666666667,2.25
POI_99,POI_97,527,1,1,-0.11666666666666667
POI_99 POI_97,POI_99,527 527,1 89.3,1 -0.11666666666666667,-89.26666666666667
POI_99 POI_97 POI_99,POI_58,527 527 527,1 89.3 -89.26666666666667,1 -0.11666666666666667 -89.26666666666667,22.3
POI_230,POI_190,528,1,1,0.2
POI_131,POI_84,528,1,1,2.433333333333333
POI_131 POI_84,POI_230,528 528,1 8.783333333333333,1 2.433333333333333,72.38333333333334
POI_131 POI_84 POI_230,POI_97,528 528 528,1 8.783333333333333 83.66666666666667,1 2.433333333333333 72.38333333333334,0.5333333333333333
POI_131 POI_84 POI_230 POI_97,POI_231,528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666,1 2.433333333333333 72.38333333333334 0.5333333333333333,0.9166666666666666
POI_131 POI_84 POI_230 POI_97 POI_231,POI_132,528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666,29.883333333333333
POI_131 POI_84 POI_230 POI_97 POI_231 POI_132,POI_100,528 528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666 29.883333333333333,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666 29.883333333333333,38.55
POI_131 POI_84 POI_230 POI_97 POI_231 POI_132 POI_100,POI_217,528 528 528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666 29.883333333333333 40.2,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666 29.883333333333333 38.55,211.33333333333334
POI_131 POI_84 POI_230 POI_97 POI_231 POI_132 POI_100 POI_217,POI_63,528 528 528 528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666 29.883333333333333 40.2 211.33333333333334,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666 29.883333333333333 38.55 211.33333333333334,3.1333333333333333
POI_131 POI_84 POI_230 POI_97 POI_231 POI_132 POI_100 POI_217 POI_63,POI_68,528 528 528 528 528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666 29.883333333333333 40.2 211.33333333333334 3.9833333333333334,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666 29.883333333333333 38.55 211.33333333333334 3.1333333333333333,1.25
POI_131 POI_84 POI_230 POI_97 POI_231 POI_132 POI_100 POI_217 POI_63 POI_68,POI_14,528 528 528 528 528 528 528 528 528 528,1 8.783333333333333 83.66666666666667 2.0166666666666666 0.9166666666666666 29.883333333333333 40.2 211.33333333333334 3.9833333333333334 3.85,1 2.433333333333333 72.38333333333334 0.5333333333333333 0.9166666666666666 29.883333333333333 38.55 211.33333333333334 3.1333333333333333 1.25,7.733333333333333
